SN,BodyStyle,RatingClass,Cutaway,Finish,TopWood,TopTone,TopOvertones,BackSideWood,BackTone,BackOvertones,TopFrequency,BackFrequency,FundamentalFrequency,NeckWood
257,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,174,216,90.95172414,Myrtlewood
258,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,176,214,90.95632184,Myrtlewood
259,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,175,217,91.4183908,Myrtlewood
260,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Figured Myrtlewood,9.4,9,173,218,91.1816092,Myrtlewood
261,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
262,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
263,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
264,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
265,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
266,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,175,215,90.95402299,Mahogany
267,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,174,216,90.95172414,Mahogany
268,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,176,214,90.95632184,Mahogany
269,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,175,217,91.4183908,Mahogany
270,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Indian Rosewood,9.3,7.6,173,218,91.1816092,Mahogany
271,Rainier,Bad,No,Gloss,Western Red Cedar,8.2,10,Figured Maple,7,5.5,175,215,90.95402299,Mahogany
272,Rainier,Bad,No,Gloss,Western Red Cedar,8.2,10,Figured Maple,7,5.5,174,216,90.95172414,Mahogany
273,Rainier,Bad,No,Gloss,Western Red Cedar,8.2,10,Figured Maple,7,5.5,176,214,90.95632184,Mahogany
274,Rainier,Bad,No,Gloss,Western Red Cedar,8.2,10,Figured Maple,7,5.5,175,217,91.4183908,Mahogany
275,Rainier,Bad,No,Gloss,Western Red Cedar,8.2,10,Figured Maple,7,5.5,173,218,91.1816092,Mahogany
276,Rainier,Bad,No,Gloss,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,175,215,90.95402299,Mahogany
277,Rainier,Bad,No,Gloss,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,174,216,90.95172414,Mahogany
278,Rainier,Bad,No,Gloss,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,176,214,90.95632184,Mahogany
279,Rainier,Bad,No,Gloss,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,175,217,91.4183908,Mahogany
280,Rainier,Bad,No,Gloss,Western Red Cedar,8.2,10,Macassar Ebony,7.1,5.8,173,218,91.1816092,Mahogany
281,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,175,215,90.95402299,Mahogany
282,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,174,216,90.95172414,Mahogany
283,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,176,214,90.95632184,Mahogany
284,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,175,217,91.4183908,Mahogany
285,Rainier,Good,No,Gloss,Western Red Cedar,8.2,10,Figured Koa,9.2,8.3,173,218,91.1816092,Mahogany
286,Rainier,Good,No,Gloss,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,175,215,90.95402299,Maple
287,Rainier,Good,No,Gloss,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,174,216,90.95172414,Maple
288,Rainier,Good,No,Gloss,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,176,214,90.95632184,Maple
289,Rainier,Good,No,Gloss,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,175,217,91.4183908,Maple
290,Rainier,Good,No,Gloss,Figured Myrtlewood,9.1,9.3,Figured Myrtlewood,9.4,9,173,218,91.1816092,Maple
291,Rainier,Good,No,Gloss,Mahogany,8.9,7.9,Mahogany,9.2,8.1,175,215,90.95402299,Mahogany
292,Rainier,Good,No,Gloss,Mahogany,8.9,7.9,Mahogany,9.2,8.1,174,216,90.95172414,Mahogany
293,Rainier,Good,No,Gloss,Mahogany,8.9,7.9,Mahogany,9.2,8.1,176,214,90.95632184,Mahogany
294,Rainier,Good,No,Gloss,Mahogany,8.9,7.9,Mahogany,9.2,8.1,175,217,91.4183908,Mahogany
295,Rainier,Good,No,Gloss,Mahogany,8.9,7.9,Mahogany,9.2,8.1,173,218,91.1816092,Mahogany
296,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,182,226,108.9210526,Myrtlewood
297,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,183,227,109.4552632,Myrtlewood
298,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,184,228,109.9894737,Myrtlewood
299,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,185,229,110.5236842,Myrtlewood
300,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Figured Myrtlewood,9.4,9,186,230,111.0578947,Myrtlewood
301,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,182,226,108.9210526,Mahogany
302,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,183,227,109.4552632,Mahogany
303,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,184,228,109.9894737,Mahogany
304,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,185,229,110.5236842,Mahogany
305,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Mahogany,9,6.7,186,230,111.0578947,Mahogany
306,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,182,226,108.9210526,Mahogany
307,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,183,227,109.4552632,Mahogany
308,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,184,228,109.9894737,Mahogany
309,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,185,229,110.5236842,Mahogany
310,Possession,Bad,No,Gloss,Sitka Spruce,8.2,7.5,Indian Rosewood,9,6.1,186,230,111.0578947,Mahogany
311,Possession,Bad,No,Gloss,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,182,226,108.9210526,Mahogany
312,Possession,Bad,No,Gloss,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,183,227,109.4552632,Mahogany
313,Possession,Bad,No,Gloss,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,184,228,109.9894737,Mahogany
314,Possession,Bad,No,Gloss,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,185,229,110.5236842,Mahogany
315,Possession,Bad,No,Gloss,Sitka Spruce,8.2,7.5,Figured Maple,7.2,6.1,186,230,111.0578947,Mahogany
316,Possession,Bad,No,Gloss,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,182,226,108.9210526,Mahogany
317,Possession,Bad,No,Gloss,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,183,227,109.4552632,Mahogany
318,Possession,Bad,No,Gloss,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,184,228,109.9894737,Mahogany
319,Possession,Bad,No,Gloss,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,185,229,110.5236842,Mahogany
320,Possession,Bad,No,Gloss,Sitka Spruce,8.2,7.5,Macassar Ebony,6.3,3.1,186,230,111.0578947,Mahogany
321,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Figured Koa,9.2,7.2,182,226,108.9210526,Mahogany
322,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,183,227,109.4552632,Mahogany
323,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,184,228,109.9894737,Mahogany
324,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,185,229,110.5236842,Mahogany
325,Possession,Good,No,Gloss,Sitka Spruce,8.2,7.5,Figured Koa,9.2,8,186,230,111.0578947,Mahogany
326,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,182,226,108.9210526,Myrtlewood
327,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,183,227,109.4552632,Myrtlewood
328,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,184,228,109.9894737,Myrtlewood
329,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,185,229,110.5236842,Myrtlewood
330,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Figured Myrtlewood,9.4,9,186,230,111.0578947,Myrtlewood
331,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Mahogany,9,6.7,182,226,108.9210526,Mahogany
332,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Mahogany,9,6.7,183,227,109.4552632,Mahogany
333,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Mahogany,9,6.7,184,228,109.9894737,Mahogany
334,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Mahogany,9,6.7,185,229,110.5236842,Mahogany
335,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Mahogany,9,6.7,186,230,111.0578947,Mahogany
336,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,182,226,108.9210526,Mahogany
337,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,183,227,109.4552632,Mahogany
338,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,184,228,109.9894737,Mahogany
339,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,185,229,110.5236842,Mahogany
340,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Indian Rosewood,9,6.1,186,230,111.0578947,Mahogany
341,Possession,Bad,No,Gloss,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,182,226,108.9210526,Mahogany
342,Possession,Bad,No,Gloss,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,183,227,109.4552632,Mahogany
343,Possession,Bad,No,Gloss,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,184,228,109.9894737,Mahogany
344,Possession,Bad,No,Gloss,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,185,229,110.5236842,Mahogany
345,Possession,Bad,No,Gloss,Adirondack Spruce,8.4,8,Figured Maple,7.2,6.1,186,230,111.0578947,Mahogany
346,Possession,Bad,No,Gloss,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,182,226,108.9210526,Mahogany
347,Possession,Bad,No,Gloss,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,183,227,109.4552632,Mahogany
348,Possession,Bad,No,Gloss,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,184,228,109.9894737,Mahogany
349,Possession,Bad,No,Gloss,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,185,229,110.5236842,Mahogany
350,Possession,Bad,No,Gloss,Adirondack Spruce,8.4,8,Macassar Ebony,6.3,3.1,186,230,111.0578947,Mahogany
351,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Figured Koa,9.2,7.2,182,226,108.9210526,Mahogany
352,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Figured Koa,9.2,8,183,227,109.4552632,Mahogany
353,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Figured Koa,9.2,8,184,228,109.9894737,Mahogany
354,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Figured Koa,9.2,8,185,229,110.5236842,Mahogany
355,Possession,Good,No,Gloss,Adirondack Spruce,8.4,8,Figured Koa,9.2,8,186,230,111.0578947,Mahogany
356,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Myrtlewood,9.4,9,182,226,108.9210526,Myrtlewood
357,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Myrtlewood,9.4,9,183,227,109.4552632,Myrtlewood
358,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Myrtlewood,9.4,9,184,228,109.9894737,Myrtlewood
359,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Myrtlewood,9.4,9,185,229,110.5236842,Myrtlewood
360,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Myrtlewood,9.4,9,186,230,111.0578947,Myrtlewood
361,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Mahogany,9,6.7,182,226,108.9210526,Mahogany
362,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Mahogany,9,6.7,183,227,109.4552632,Mahogany
363,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Mahogany,9,6.7,184,228,109.9894737,Mahogany
364,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Mahogany,9,6.7,185,229,110.5236842,Mahogany
365,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Mahogany,9,6.7,186,230,111.0578947,Mahogany
366,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Indian Rosewood,9,6.1,182,226,108.9210526,Mahogany
367,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Indian Rosewood,9,6.1,183,227,109.4552632,Mahogany
368,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Indian Rosewood,9,6.1,184,228,109.9894737,Mahogany
369,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Indian Rosewood,9,6.1,185,229,110.5236842,Mahogany
370,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Indian Rosewood,9,6.1,186,230,111.0578947,Mahogany
371,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Maple,7.2,6.1,182,226,108.9210526,Mahogany
372,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Maple,7.2,6.1,183,227,109.4552632,Mahogany
373,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Maple,7.2,6.1,184,228,109.9894737,Mahogany
374,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Maple,7.2,6.1,185,229,110.5236842,Mahogany
375,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Maple,7.2,6.1,186,230,111.0578947,Mahogany
376,Possession,Bad,No,Gloss,Sunken Redwood,8.9,10,Macassar Ebony,6.3,3.1,182,226,108.9210526,Mahogany
377,Possession,Bad,No,Gloss,Sunken Redwood,8.9,10,Macassar Ebony,6.3,3.1,183,227,109.4552632,Mahogany
378,Possession,Bad,No,Gloss,Sunken Redwood,8.9,10,Macassar Ebony,6.3,3.1,184,228,109.9894737,Mahogany
379,Possession,Bad,No,Gloss,Sunken Redwood,8.9,10,Macassar Ebony,6.3,3.1,185,229,110.5236842,Mahogany
380,Possession,Bad,No,Gloss,Sunken Redwood,8.9,10,Macassar Ebony,6.3,3.1,186,230,111.0578947,Mahogany
381,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Koa,9.2,7.2,182,226,108.9210526,Mahogany
382,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Koa,9.2,8,183,227,109.4552632,Mahogany
383,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Koa,9.2,8,184,228,109.9894737,Mahogany
384,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Koa,9.2,8,185,229,110.5236842,Mahogany
385,Possession,Good,No,Gloss,Sunken Redwood,8.9,10,Figured Koa,9.2,8,186,230,111.0578947,Mahogany
386,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Myrtlewood,9.4,9,182,226,108.9210526,Myrtlewood
387,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Myrtlewood,9.4,9,183,227,109.4552632,Myrtlewood
388,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Myrtlewood,9.4,9,184,228,109.9894737,Myrtlewood
389,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Myrtlewood,9.4,9,185,229,110.5236842,Myrtlewood
390,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Myrtlewood,9.4,9,186,230,111.0578947,Myrtlewood
391,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Mahogany,9,6.7,182,226,108.9210526,Mahogany
392,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Mahogany,9,6.7,183,227,109.4552632,Mahogany
393,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Mahogany,9,6.7,184,228,109.9894737,Mahogany
394,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Mahogany,9,6.7,185,229,110.5236842,Mahogany
395,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Mahogany,9,6.7,186,230,111.0578947,Mahogany
396,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Indian Rosewood,9,6.1,182,226,108.9210526,Mahogany
397,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Indian Rosewood,9,6.1,183,227,109.4552632,Mahogany
398,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Indian Rosewood,9,6.1,184,228,109.9894737,Mahogany
399,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Indian Rosewood,9,6.1,185,229,110.5236842,Mahogany
400,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Indian Rosewood,9,6.1,186,230,111.0578947,Mahogany
401,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Maple,7.2,6.1,182,226,108.9210526,Mahogany
402,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Maple,7.2,6.1,183,227,109.4552632,Mahogany
403,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Maple,7.2,6.1,184,228,109.9894737,Mahogany
404,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Maple,7.2,6.1,185,229,110.5236842,Mahogany
405,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Maple,7.2,6.1,186,230,111.0578947,Mahogany
406,Possession,Bad,No,Gloss,Western Red Cedar,8.8,10,Macassar Ebony,6.3,3.1,182,226,108.9210526,Mahogany
407,Possession,Bad,No,Gloss,Western Red Cedar,8.8,10,Macassar Ebony,6.3,3.1,183,227,109.4552632,Mahogany
408,Possession,Bad,No,Gloss,Western Red Cedar,8.8,10,Macassar Ebony,6.3,3.1,184,228,109.9894737,Mahogany
409,Possession,Bad,No,Gloss,Western Red Cedar,8.8,10,Macassar Ebony,6.3,3.1,185,229,110.5236842,Mahogany
410,Possession,Bad,No,Gloss,Western Red Cedar,8.8,10,Macassar Ebony,6.3,3.1,186,230,111.0578947,Mahogany
411,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Koa,9.2,7.2,182,226,108.9210526,Mahogany
412,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Koa,9.2,8,183,227,109.4552632,Mahogany
413,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Koa,9.2,8,184,228,109.9894737,Mahogany
414,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Koa,9.2,8,185,229,110.5236842,Mahogany
415,Possession,Good,No,Gloss,Western Red Cedar,8.8,10,Figured Koa,9.2,8,186,230,111.0578947,Mahogany
416,Possession,Good,No,Gloss,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,182,226,108.9210526,Maple
417,Possession,Good,No,Gloss,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,183,227,109.4552632,Maple
418,Possession,Good,No,Gloss,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,184,228,109.9894737,Maple
419,Possession,Good,No,Gloss,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,185,229,110.5236842,Maple
420,Possession,Good,No,Gloss,Figured Myrtlewood,9.1,9,Figured Myrtlewood,9.4,9,186,230,111.0578947,Maple
421,Possession,Good,No,Gloss,Mahogany,8.7,6.6,Mahogany,9,6.7,182,226,108.9210526,Mahogany
422,Possession,Good,No,Gloss,Mahogany,8.7,6.6,Mahogany,9,6.7,183,227,109.4552632,Mahogany
423,Possession,Good,No,Gloss,Mahogany,8.7,6.6,Mahogany,9,6.7,184,228,109.9894737,Mahogany
424,Possession,Good,No,Gloss,Mahogany,8.7,6.6,Mahogany,9,6.7,185,229,110.5236842,Mahogany
425,Possession,Good,No,Gloss,Mahogany,8.7,6.6,Mahogany,9,6.7,186,230,111.0578947,Mahogany
426,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Figured Myrtlewood,9.4,9,179,222,101.7,Myrtlewood
427,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Figured Myrtlewood,9.4,9,180,222,101.955,Myrtlewood
428,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Figured Myrtlewood,9.4,9,181,223,102.4625,Myrtlewood
429,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Figured Myrtlewood,9.4,9,182,225,103.2225,Myrtlewood
430,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Figured Myrtlewood,9.4,9,183,224,103.225,Myrtlewood
431,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Mahogany,9,7,179,222,101.7,Mahogany
432,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Mahogany,9,7,180,222,101.955,Mahogany
433,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Mahogany,9,7,181,223,102.4625,Mahogany
434,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Mahogany,9,7,182,225,103.2225,Mahogany
435,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Mahogany,9,7,183,224,103.225,Mahogany
436,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Indian Rosewood,9.1,6.8,179,222,101.7,Mahogany
437,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Indian Rosewood,9.1,6.8,180,222,101.955,Mahogany
438,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Indian Rosewood,9.1,6.8,181,223,102.4625,Mahogany
439,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Indian Rosewood,9.1,6.8,182,225,103.2225,Mahogany
440,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Indian Rosewood,9.1,6.8,183,224,103.225,Mahogany
441,Olympus,Bad,No,Oil,Sitka Spruce,8.2,8,Figured Maple,7.1,5.5,179,222,101.7,Mahogany
442,Olympus,Bad,No,Oil,Sitka Spruce,8.2,8,Figured Maple,7.1,5.5,180,222,101.955,Mahogany
443,Olympus,Bad,No,Oil,Sitka Spruce,8.2,8,Figured Maple,7.1,5.5,181,223,102.4625,Mahogany
444,Olympus,Bad,No,Oil,Sitka Spruce,8.2,8,Figured Maple,7.1,5.5,182,225,103.2225,Mahogany
445,Olympus,Bad,No,Oil,Sitka Spruce,8.2,8,Figured Maple,7.1,5.5,183,224,103.225,Mahogany
446,Olympus,Bad,No,Oil,Sitka Spruce,8.2,8,Macassar Ebony,6.7,4.2,179,222,101.7,Mahogany
447,Olympus,Bad,No,Oil,Sitka Spruce,8.2,8,Macassar Ebony,6.7,4.2,180,222,101.955,Mahogany
448,Olympus,Bad,No,Oil,Sitka Spruce,8.2,8,Macassar Ebony,6.7,4.2,181,223,102.4625,Mahogany
449,Olympus,Bad,No,Oil,Sitka Spruce,8.2,8,Macassar Ebony,6.7,4.2,182,225,103.2225,Mahogany
450,Olympus,Bad,No,Oil,Sitka Spruce,8.2,8,Macassar Ebony,6.7,4.2,183,224,103.225,Mahogany
451,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Figured Koa,9.2,8,179,222,101.7,Mahogany
452,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Figured Koa,9.2,8,180,222,101.955,Mahogany
453,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Figured Koa,9.2,8,181,223,102.4625,Mahogany
454,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Figured Koa,9.2,8,182,225,103.2225,Mahogany
455,Olympus,Good,No,Oil,Sitka Spruce,8.2,8,Figured Koa,9.2,8,183,224,103.225,Mahogany
456,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Figured Myrtlewood,9.4,9,179,222,101.7,Myrtlewood
457,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Figured Myrtlewood,9.4,9,180,222,101.955,Myrtlewood
458,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Figured Myrtlewood,9.4,9,181,223,102.4625,Myrtlewood
459,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Figured Myrtlewood,9.4,9,182,225,103.2225,Myrtlewood
460,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Figured Myrtlewood,9.4,9,183,224,103.225,Myrtlewood
461,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Mahogany,9,7,179,222,101.7,Mahogany
462,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Mahogany,9,7,180,222,101.955,Mahogany
463,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Mahogany,9,7,181,223,102.4625,Mahogany
464,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Mahogany,9,7,182,225,103.2225,Mahogany
465,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Mahogany,9,7,183,224,103.225,Mahogany
466,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Indian Rosewood,9.1,6.8,179,222,101.7,Mahogany
467,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Indian Rosewood,9.1,6.8,180,222,101.955,Mahogany
468,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Indian Rosewood,9.1,6.8,181,223,102.4625,Mahogany
469,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Indian Rosewood,9.1,6.8,182,225,103.2225,Mahogany
470,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Indian Rosewood,9.1,6.8,183,224,103.225,Mahogany
471,Olympus,Bad,No,Oil,Adirondack Spruce,8.4,8.3,Macassar Ebony,6.7,4.2,179,222,101.7,Mahogany
472,Olympus,Bad,No,Oil,Adirondack Spruce,8.4,8.3,Macassar Ebony,6.7,4.2,180,222,101.955,Mahogany
473,Olympus,Bad,No,Oil,Adirondack Spruce,8.4,8.3,Macassar Ebony,6.7,4.2,181,223,102.4625,Mahogany
474,Olympus,Bad,No,Oil,Adirondack Spruce,8.4,8.3,Macassar Ebony,6.7,4.2,182,225,103.2225,Mahogany
475,Olympus,Bad,No,Oil,Adirondack Spruce,8.4,8.3,Macassar Ebony,6.7,4.2,183,224,103.225,Mahogany
476,Olympus,Good,No,Oil,Adirondack Spruce,8.4,8.3,Figured Koa,9.2,8,179,222,101.7,Mahogany
